id,yearbirth,age,categorical_age,education,maritalstatus,income,categorical_income,kidhome,teenhome,totalchild,dtcustomer,month_year_dtcustomer,recency,recency_category,mntwines,mntwines_category,mntfruits,mntfruits_category,mntmeatproducts,mntmeatproducts_category,mntfishproducts,mntfishproducts_category,mntsweetproducts,mntsweetproducts_category,mntgoldproducts,mntgoldproducts_category,mnttotal,mnttotal_category,numdealspurchases,numdealspurchases_category,numwebpurchases,numwebpurchases_category,numcatalogpurchases,numcatalogpurchases_category,numstorepurchases,numstorepurchases_category,numwebvisitsmonth,numwebvisitsmonth_category,totalpurchases_online,totalpurchases_offline,totalpurchases,totalpurchases_category,behaviour_score,behaviour_category,average_spending,acceptedcmp1,acceptedcmp1_category,acceptedcmp2,acceptedcmp2_category,acceptedcmp3,acceptedcmp3_category,acceptedcmp4,acceptedcmp4_category,acceptedcmp5,acceptedcmp5_category,complain,spending_waiver_online,spending_waiver_online_category,spending_waiver_offline,spending_waiver_offline_category,spending_waiver_total,spending_waiver_total_category,response,response_category,totalacceptedcmp
13450,1970,45,36-55,PhD,Partner,67353.0,High,0,1,1,2013-12-31,2013-12-01,37,3,702,501-1250,17,16-50,151,51-250,0,0-30,8,0-30,35,31-80,913,4,5,5-10,5,3-6,6,3-6,12,9-15,2,0-3,11,17,28,5,354,Loyal Customer,32.607142857142854,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5.5,5,0.4594594594594595,5,55,Both Care,0,Reject,0
12316,1948,67,56-90,PhD,Partner,56223.0,High,0,1,1,2013-12-20,2013-12-01,72,2,77,0-150,28,16-50,31,0-50,16,0-30,0,0-30,4,0-30,156,2,2,2-4,2,0-2,1,0-2,5,4-8,4,4-8,3,7,10,2,222,Customers Needing Attention,15.6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.09722222222222222,2,22,Not Care Much,0,Reject,0
13017,1981,34,0-35,Master,Single,22944.0,Lowest,1,0,1,2013-12-23,2013-12-01,67,2,19,0-150,3,0-15,19,0-50,4,0-30,5,0-30,26,0-30,76,1,3,2-4,3,3-6,0,0-2,3,0-3,7,4-8,3,6,9,2,221,About to Sleep,8.444444444444445,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.42857142857142855,2,0.08955223880597014,2,22,Not Care Much,0,Reject,0
12654,1979,36,36-55,Master,Partner,45057.0,Low,1,0,1,2013-12-01,2013-12-01,80,1,37,0-150,0,0-15,7,0-50,3,0-30,0,0-30,3,0-30,50,1,1,0-1,2,0-2,0,0-2,3,0-3,5,4-8,2,4,6,2,121,Lost,8.333333333333334,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.4,2,0.05,1,21,Not Care But Online Prefered,0,Reject,0
13771,1982,33,0-35,Master,Partner,73450.0,Highest,0,0,0,2013-12-05,2013-12-01,85,1,1142,501-1250,51,51-100,415,251-600,90,81-150,69,61-100,37,31-80,1804,5,1,0-1,7,7-15,8,7-12,11,9-15,3,0-3,15,12,27,5,155,Can't lose them,66.81481481481481,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,Accept more than once,0,5.0,5,0.1411764705882353,3,53,Online But Offline Still Fine,0,Accept more than once,2
10949,1963,52,36-55,PhD,Single,72968.0,Highest,0,0,0,2013-12-16,2013-12-01,8,5,1092,501-1250,37,16-50,555,251-600,120,81-150,37,31-60,55,31-80,1896,5,1,0-1,5,3-6,5,3-6,8,4-8,3,0-3,10,9,19,4,545,Champions,99.78947368421052,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,3.3333333333333335,5,1.125,5,55,Both Care,1,Accept more than once,2
13973,1990,25,0-35,Graduation,Partner,35765.0,Low,1,0,1,2013-12-11,2013-12-01,86,1,22,0-150,3,0-15,30,0-50,0,0-30,5,0-30,15,0-30,75,1,2,2-4,2,0-2,0,0-2,4,4-8,6,4-8,2,6,8,2,121,Lost,9.375,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.06976744186046512,1,11,Not Care At All,0,Reject,0
13867,1977,38,36-55,Graduation,Single,32952.0,Lowest,1,0,1,2013-12-01,2013-12-01,36,3,38,0-150,0,0-15,12,0-50,3,0-30,1,0-30,1,0-30,55,1,1,0-1,2,0-2,0,0-2,3,0-3,7,4-8,2,4,6,2,321,Promising,9.166666666666666,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.1111111111111111,2,12,Not Care But Offline Prefered,0,Reject,0
13677,1970,45,36-55,Master,Single,55282.0,High,1,0,1,2013-12-13,2013-12-01,9,5,125,0-150,6,0-15,73,51-250,8,0-30,4,0-30,19,0-30,235,2,1,0-1,3,3-6,1,0-2,6,4-8,4,4-8,4,7,11,3,532,Potential Loyalist,21.363636363636363,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,0.7777777777777778,5,35,Offline But Online Still Fine,0,Reject,0
12308,1980,35,0-35,PhD,Single,65295.0,High,0,0,0,2013-12-23,2013-12-01,19,4,365,151-500,32,16-50,117,51-250,34,31-80,81,61-100,6,0-30,635,3,1,0-1,3,3-6,3,3-6,13,9-15,2,0-3,6,14,20,4,443,Loyal Customer,31.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.0,4,0.7368421052631579,5,45,Both Care,0,Reject,0
13775,1957,58,56-90,Graduation,Partner,71113.0,Highest,0,1,1,2013-12-17,2013-12-01,95,1,495,151-500,33,16-50,255,251-600,11,0-30,33,31-60,8,0-30,835,3,4,2-4,6,3-6,7,7-12,9,9-15,4,4-8,13,13,26,5,153,Can't lose them,32.11538461538461,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.25,4,0.1368421052631579,3,43,Online But Offline Still Fine,0,Reject,0
13319,1965,50,36-55,Master,Partner,65735.0,High,1,1,2,2013-12-07,2013-12-01,37,3,239,151-500,7,0-15,119,51-250,4,0-30,15,0-30,11,0-30,395,2,5,5-10,6,3-6,2,0-2,6,4-8,7,4-8,8,11,19,4,342,Potential Loyalist,20.789473684210527,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.1428571428571428,3,0.2972972972972973,4,34,Offline But Online Still Fine,0,Reject,0
10505,1960,55,36-55,Master,Partner,73113.0,Highest,0,0,0,2013-12-26,2013-12-01,86,1,741,501-1250,19,16-50,154,51-250,50,31-80,9,0-30,28,0-30,1001,4,1,0-1,3,3-6,4,3-6,7,4-8,2,0-3,7,8,15,3,134,Hibernating,66.73333333333333,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.5,5,0.09302325581395349,2,52,Online Recommended But Still Offline Sometime,0,Reject,0
12926,1963,52,36-55,Graduation,Single,80695.0,Highest,0,0,0,2013-12-29,2013-12-01,85,1,557,501-1250,81,51-100,555,251-600,120,81-150,37,31-60,18,0-30,1368,5,1,0-1,5,3-6,8,7-12,5,4-8,2,0-3,13,6,19,4,145,Can't lose them,72.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6.5,5,0.07058823529411765,1,51,Online Only,0,Reject,0
13654,1951,64,56-90,Master,Partner,78497.0,Highest,0,0,0,2013-12-01,2013-12-01,44,3,207,151-500,26,16-50,447,251-600,75,31-80,0,0-30,126,81-150,881,3,1,0-1,5,3-6,7,7-12,12,9-15,2,0-3,12,13,25,4,343,Loyal Customer,35.24,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,6.0,5,0.29545454545454547,4,54,Both Care,0,Accept more than once,1
12760,1977,38,36-55,Graduation,Partner,39771.0,Low,1,0,1,2013-12-06,2013-12-01,92,1,6,0-150,2,0-15,18,0-50,2,0-30,8,0-30,14,0-30,50,1,1,0-1,2,0-2,0,0-2,3,0-3,4,4-8,2,4,6,2,121,Lost,8.333333333333334,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.043478260869565216,1,21,Not Care But Online Prefered,0,Reject,0
10708,1978,37,36-55,Master,Single,36975.0,Low,1,0,1,2013-12-28,2013-12-01,50,3,10,0-150,6,0-15,11,0-50,0,0-30,4,0-30,2,0-30,33,1,1,0-1,1,0-2,0,0-2,3,0-3,7,4-8,1,4,5,1,311,Promising,6.6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.08,2,12,Not Care But Offline Prefered,0,Reject,0
12441,1987,28,0-35,Graduation,Partner,75794.0,Highest,0,0,0,2013-12-24,2013-12-01,33,3,754,501-1250,81,51-100,555,251-600,63,31-80,32,31-60,48,31-80,1533,5,1,0-1,7,7-15,5,3-6,12,9-15,3,0-3,12,13,25,4,345,Loyal Customer,61.32,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,4.0,5,0.3939393939393939,5,55,Both Care,0,Accept more than once,1
12064,1966,49,36-55,Graduation,Partner,54198.0,High,1,1,2,2013-12-17,2013-12-01,13,4,185,151-500,0,0-15,28,0-50,3,0-30,2,0-30,17,0-30,235,2,6,5-10,3,3-6,1,0-2,6,4-8,4,4-8,4,12,16,3,432,Potential Loyalist,14.6875,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,0.9230769230769231,5,35,Offline But Online Still Fine,0,Reject,0
12582,1968,47,36-55,Master,Single,41335.0,Low,1,0,1,2013-12-26,2013-12-01,24,4,112,0-150,19,16-50,21,0-50,16,0-30,14,0-30,5,0-30,187,2,3,2-4,4,3-6,1,0-2,4,4-8,7,4-8,5,7,12,3,432,Potential Loyalist,15.583333333333334,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.7142857142857143,2,0.2916666666666667,4,24,Offline Recommended But Online Still Fine,0,Reject,0
13094,1947,68,56-90,Master,Partner,78093.0,Highest,0,0,0,2013-12-11,2013-12-01,53,2,368,151-500,32,16-50,555,251-600,13,0-30,43,31-60,10,0-30,1021,4,1,0-1,4,3-6,7,7-12,5,4-8,1,0-3,11,6,17,3,234,At Risk,60.05882352941177,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,11.0,5,0.11320754716981132,2,52,Online Recommended But Still Offline Sometime,0,Reject,0
13834,1989,26,0-35,Graduation,Single,9255.0,Lowest,1,0,1,2013-12-20,2013-12-01,91,1,9,0-150,0,0-15,7,0-50,2,0-30,0,0-30,4,0-30,22,1,1,0-1,1,0-2,1,0-2,2,0-3,8,4-8,2,3,5,1,111,Lost,4.4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.03296703296703297,1,11,Not Care At All,0,Reject,0
12105,1980,35,0-35,Graduation,Partner,77353.0,Highest,0,1,1,2013-12-16,2013-12-01,38,3,275,151-500,59,51-100,107,51-250,69,31-80,81,61-100,59,31-80,650,3,2,2-4,6,3-6,4,3-6,8,4-8,4,4-8,10,10,20,4,343,Loyal Customer,32.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.5,4,0.2631578947368421,4,44,Both Care,0,Reject,0
13554,1971,44,36-55,Graduation,Single,45684.0,Low,1,0,1,2013-12-02,2013-12-01,37,3,5,0-150,1,0-15,5,0-50,10,0-30,0,0-30,7,0-30,28,1,1,0-1,1,0-2,0,0-2,2,0-3,7,4-8,1,3,4,1,311,Promising,7.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.08108108108108109,2,12,Not Care But Offline Prefered,0,Reject,0
13143,1958,57,56-90,Master,Partner,49572.0,Low,1,1,2,2013-12-15,2013-12-01,25,4,35,0-150,1,0-15,16,0-50,0,0-30,1,0-30,1,0-30,54,1,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,2,5,7,2,421,Recent Customer,7.714285714285714,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.2,4,14,Offline Only,0,Reject,0
11191,1986,29,0-35,Graduation,Single,41411.0,Low,0,0,0,2013-12-07,2013-12-01,11,4,37,0-150,32,16-50,38,0-50,11,0-30,3,0-30,18,0-30,139,2,1,0-1,2,0-2,1,0-2,4,4-8,6,4-8,3,5,8,2,422,Potential Loyalist,17.375,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.45454545454545453,5,25,Offline Recommended But Online Still Fine,0,Reject,0
12856,1988,27,0-35,Graduation,Partner,29604.0,Lowest,1,0,1,2013-12-08,2013-12-01,88,1,7,0-150,6,0-15,13,0-50,7,0-30,6,0-30,14,0-30,53,1,1,0-1,1,0-2,0,0-2,3,0-3,9,9-15,1,4,5,1,111,Lost,10.6,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0.1111111111111111,1,0.045454545454545456,1,11,Not Care At All,0,Accept more than once,1
13806,1975,40,36-55,Graduation,Single,58330.0,High,0,1,1,2013-12-25,2013-12-01,87,1,445,151-500,53,51-100,213,51-250,104,81-150,81,61-100,126,81-150,1022,4,1,0-1,6,3-6,4,3-6,13,9-15,4,4-8,10,14,24,4,144,Can't lose them,42.583333333333336,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.5,4,0.16091954022988506,3,43,Online But Offline Still Fine,0,Reject,0
13466,1975,40,36-55,Master,Partner,17003.0,Lowest,1,0,1,2013-12-09,2013-12-01,37,3,2,0-150,5,0-15,12,0-50,4,0-30,8,0-30,7,0-30,38,1,3,2-4,2,0-2,0,0-2,4,4-8,5,4-8,2,7,9,2,321,Promising,4.222222222222222,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.4,2,0.1891891891891892,3,23,Offline Recommended But Online Still Fine,0,Reject,0
13683,1973,42,36-55,Graduation,Partner,57100.0,High,0,0,0,2013-12-04,2013-12-01,19,4,181,151-500,21,16-50,69,51-250,39,31-80,3,0-30,96,81-150,409,2,1,0-1,3,3-6,3,3-6,6,4-8,3,0-3,6,7,13,3,432,Potential Loyalist,31.46153846153846,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.0,4,0.3684210526315789,4,44,Both Care,0,Reject,0
13536,1982,33,0-35,Master,Single,74116.0,Highest,0,0,0,2013-12-30,2013-12-01,53,2,871,501-1250,81,51-100,555,251-600,120,81-150,55,31-60,126,81-150,1808,5,1,0-1,4,3-6,4,3-6,10,9-15,2,0-3,8,11,19,4,245,At Risk,95.15789473684211,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,4.0,5,0.20754716981132076,4,54,Both Care,0,Accept more than once,1
13227,1983,32,0-35,Graduation,Partner,36075.0,Low,1,0,1,2013-12-09,2013-12-01,54,2,46,0-150,0,0-15,30,0-50,12,0-30,1,0-30,30,0-30,119,2,1,0-1,2,0-2,0,0-2,4,4-8,6,4-8,2,5,7,2,222,Customers Needing Attention,17.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.09259259259259259,2,12,Not Care But Offline Prefered,0,Reject,0
13964,1979,36,36-55,Master,Partner,62499.0,High,1,0,1,2013-12-09,2013-12-01,0,5,140,0-150,4,0-15,61,51-250,0,0-30,13,0-30,4,0-30,222,2,2,2-4,3,3-6,1,0-2,6,4-8,4,4-8,4,8,12,3,532,Potential Loyalist,18.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,0.0,1,31,Online Only,0,Reject,0
13869,1978,37,36-55,Master,Single,68092.0,Highest,0,0,0,2013-12-16,2013-12-01,7,5,852,501-1250,60,51-100,207,51-250,78,31-80,36,31-60,48,31-80,1281,4,2,2-4,2,0-2,6,3-6,10,9-15,5,4-8,8,12,20,4,544,Loyal Customer,64.05,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.6,4,1.7142857142857142,5,45,Both Care,0,Reject,0
13255,1977,38,36-55,PhD,Single,42997.0,Low,1,1,2,2013-12-07,2013-12-01,91,1,4,0-150,0,0-15,5,0-50,0,0-30,1,0-30,5,0-30,15,1,1,0-1,1,0-2,0,0-2,2,0-3,7,4-8,1,3,4,1,111,Lost,3.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.03296703296703297,1,11,Not Care At All,0,Reject,0
10394,1984,31,0-35,Graduation,Partner,90000.0,Highest,0,0,0,2013-12-23,2013-12-01,91,1,675,501-1250,81,51-100,133,51-250,94,81-150,81,61-100,126,81-150,1190,4,1,0-1,4,3-6,8,7-12,5,4-8,1,0-3,12,6,18,4,144,Can't lose them,66.11111111111111,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,1,Accept more than once,0,12.0,5,0.06593406593406594,1,51,Online Only,0,Accept more than once,3
12767,1955,60,56-90,Master,Single,51124.0,Low,1,1,2,2013-12-18,2013-12-01,79,1,26,0-150,1,0-15,11,0-50,0,0-30,1,0-30,4,0-30,43,1,2,2-4,1,0-2,0,0-2,3,0-3,3,0-3,1,5,6,2,121,Lost,7.166666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.06329113924050633,1,11,Not Care At All,0,Reject,0
12824,1966,49,36-55,PhD,Single,7144.0,Lowest,0,2,2,2013-12-07,2013-12-01,92,1,81,0-150,4,0-15,33,0-50,5,0-30,2,0-30,126,81-150,251,2,0,0-1,11,7-15,1,0-2,1,0-3,0,0-3,12,1,13,3,132,Hibernating,19.307692307692307,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.0,1,0.010869565217391304,1,11,Not Care At All,0,Reject,0
12439,1956,59,56-90,Graduation,Partner,71866.0,Highest,0,1,1,2013-12-25,2013-12-01,85,1,184,151-500,81,51-100,178,51-250,103,81-150,39,31-60,33,31-80,618,3,1,0-1,6,3-6,3,3-6,10,9-15,3,0-3,9,11,20,4,143,Hibernating,30.9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.0,4,0.12941176470588237,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
13873,1980,35,0-35,Graduation,Partner,47850.0,Low,1,0,1,2013-12-03,2013-12-01,72,2,42,0-150,7,0-15,43,0-50,20,0-30,12,0-30,10,0-30,134,2,1,0-1,3,3-6,0,0-2,4,4-8,6,4-8,3,5,8,2,222,Customers Needing Attention,16.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.06944444444444445,1,21,Not Care But Online Prefered,0,Reject,0
12343,1979,36,36-55,Basic,Partner,24594.0,Lowest,1,0,1,2013-12-10,2013-12-01,94,1,1,0-150,3,0-15,6,0-50,10,0-30,0,0-30,9,0-30,29,1,1,0-1,1,0-2,0,0-2,3,0-3,5,4-8,1,4,5,1,111,Lost,5.8,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2,1,0.0425531914893617,1,11,Not Care At All,0,Reject,0
13819,1979,36,36-55,Graduation,Single,48526.0,Low,1,0,1,2013-12-24,2013-12-01,32,3,23,0-150,17,16-50,23,0-50,43,31-80,20,0-30,9,0-30,135,2,1,0-1,2,0-2,1,0-2,4,4-8,3,0-3,3,5,8,2,322,Customers Needing Attention,16.875,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,0.15625,3,33,Mid,0,Reject,0
13930,1957,58,56-90,PhD,Single,40737.0,Low,2,1,3,2013-12-08,2013-12-01,24,4,11,0-150,0,0-15,4,0-50,0,0-30,0,0-30,2,0-30,17,1,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,1,3,4,1,411,Promising,4.25,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.125,2,12,Not Care But Offline Prefered,0,Reject,0
12366,1953,62,56-90,Graduation,Partner,48686.0,Low,1,2,3,2013-12-04,2013-12-01,8,5,10,0-150,0,0-15,7,0-50,2,0-30,0,0-30,1,0-30,20,1,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,1,3,4,1,511,Recent Customer,5.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.375,4,14,Offline Only,0,Reject,0
12302,1966,49,36-55,Graduation,Single,67272.0,High,0,1,1,2013-12-21,2013-12-01,12,4,357,151-500,35,16-50,271,251-600,28,0-30,28,0-30,14,0-30,733,3,3,2-4,6,3-6,2,0-2,12,9-15,5,4-8,8,15,23,4,443,Loyal Customer,31.869565217391305,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.6,4,1.25,5,45,Both Care,0,Reject,0
10757,1967,48,36-55,PhD,Single,28420.0,Lowest,1,0,1,2013-12-24,2013-12-01,36,3,4,0-150,2,0-15,5,0-50,2,0-30,0,0-30,0,0-30,13,1,1,0-1,1,0-2,0,0-2,2,0-3,6,4-8,1,3,4,1,311,Promising,3.25,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.16666666666666666,1,0.08333333333333333,2,12,Not Care But Offline Prefered,0,Reject,0
12227,1953,62,56-90,Master,Partner,67087.0,High,0,1,1,2013-12-17,2013-12-01,40,3,329,151-500,35,16-50,222,51-250,120,81-150,35,31-60,43,31-80,784,3,2,2-4,7,7-15,5,3-6,8,4-8,4,4-8,12,10,22,4,343,Loyal Customer,35.63636363636363,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.0,4,0.25,4,44,Both Care,0,Reject,0
12609,1984,31,0-35,Graduation,Partner,23976.0,Lowest,1,0,1,2013-12-27,2013-12-01,68,2,14,0-150,1,0-15,21,0-50,2,0-30,3,0-30,25,0-30,66,1,3,2-4,3,3-6,1,0-2,3,0-3,7,4-8,4,6,10,2,221,About to Sleep,6.6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5714285714285714,2,0.08823529411764706,2,22,Not Care Much,0,Reject,0
13849,1968,47,36-55,Graduation,Partner,19329.0,Lowest,1,0,1,2013-12-14,2013-12-01,39,3,24,0-150,1,0-15,16,0-50,12,0-30,2,0-30,5,0-30,60,1,3,2-4,4,3-6,0,0-2,3,0-3,8,4-8,4,6,10,2,321,Promising,6.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.15384615384615385,3,23,Offline Recommended But Online Still Fine,0,Reject,0
13635,1980,35,0-35,Master,Partner,70829.0,Highest,1,1,2,2013-12-01,2013-12-01,87,1,141,0-150,70,51-100,106,51-250,72,31-80,19,0-30,23,0-30,431,2,2,2-4,4,3-6,2,0-2,8,4-8,3,0-3,6,10,16,3,132,Hibernating,26.9375,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.0,4,0.11494252873563218,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
12290,1964,51,36-55,Graduation,Single,81246.0,Highest,0,0,0,2013-12-29,2013-12-01,87,1,398,151-500,81,51-100,537,251-600,61,31-80,81,61-100,37,31-80,1195,4,1,0-1,4,3-6,5,3-6,7,4-8,1,0-3,9,8,17,3,134,Hibernating,70.29411764705883,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,Accept more than once,0,9.0,5,0.09195402298850575,2,52,Online Recommended But Still Offline Sometime,0,Accept more than once,2
13685,1974,41,36-55,Master,Partner,58494.0,High,0,1,1,2013-12-12,2013-12-01,56,2,298,151-500,7,0-15,68,51-250,4,0-30,0,0-30,19,0-30,396,2,2,2-4,6,3-6,2,0-2,6,4-8,6,4-8,8,8,16,3,232,Customers Needing Attention,24.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.3333333333333333,3,0.14285714285714285,3,33,Mid,0,Reject,0
12382,1951,64,56-90,PhD,Partner,78939.0,Highest,0,0,0,2013-12-12,2013-12-01,57,2,794,501-1250,81,51-100,243,51-250,120,81-150,0,0-30,126,81-150,1364,5,1,0-1,8,7-15,5,3-6,6,4-8,3,0-3,13,7,20,4,245,At Risk,68.2,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4.333333333333333,5,0.12280701754385964,2,52,Online Recommended But Still Offline Sometime,0,Reject,0
12101,1959,56,56-90,Graduation,Partner,42243.0,Low,1,1,2,2013-12-11,2013-12-01,34,3,48,0-150,0,0-15,2,0-50,0,0-30,0,0-30,5,0-30,55,1,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,2,5,7,2,321,Promising,7.857142857142857,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.14705882352941177,3,13,Offline Only,0,Reject,0
13201,1977,38,36-55,Graduation,Partner,31353.0,Lowest,1,1,2,2013-12-29,2013-12-01,24,4,10,0-150,0,0-15,10,0-50,3,0-30,1,0-30,7,0-30,31,1,2,2-4,1,0-2,1,0-2,2,0-3,8,4-8,2,4,6,2,421,Recent Customer,5.166666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.16666666666666666,3,13,Offline Only,1,Accept,1
13430,1952,63,56-90,Master,Single,63998.0,High,0,0,0,2013-12-20,2013-12-01,42,3,176,151-500,29,16-50,555,251-600,0,0-30,33,31-60,112,81-150,905,4,1,0-1,7,7-15,6,3-6,11,9-15,4,4-8,13,12,25,4,344,Loyal Customer,36.2,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.25,4,0.2857142857142857,4,44,Both Care,1,Accept,1
13759,1973,42,36-55,Graduation,Single,34853.0,Lowest,1,1,2,2013-12-23,2013-12-01,75,2,9,0-150,3,0-15,15,0-50,2,0-30,3,0-30,2,0-30,34,1,2,2-4,2,0-2,0,0-2,3,0-3,6,4-8,2,5,7,2,221,About to Sleep,4.857142857142857,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.06666666666666667,1,11,Not Care At All,0,Reject,0
13523,1985,30,0-35,Graduation,Partner,92533.0,Highest,0,0,0,2013-12-19,2013-12-01,84,1,693,501-1250,21,16-50,118,51-250,110,81-150,81,61-100,42,31-80,1065,4,1,0-1,6,3-6,5,3-6,11,9-15,2,0-3,11,12,23,4,144,Can't lose them,46.30434782608695,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,5.5,5,0.14285714285714285,3,53,Online But Offline Still Fine,0,Accept more than once,2
12655,1969,46,36-55,Graduation,Partner,38361.0,Low,1,0,1,2013-12-27,2013-12-01,74,2,39,0-150,0,0-15,56,51-250,20,0-30,8,0-30,14,0-30,137,2,3,2-4,3,3-6,1,0-2,3,0-3,7,4-8,4,6,10,2,222,Customers Needing Attention,13.7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5714285714285714,2,0.08108108108108109,2,22,Not Care Much,0,Reject,0
13091,1958,57,56-90,Master,Partner,51412.0,Low,0,1,1,2013-12-31,2013-12-01,42,3,140,0-150,3,0-15,29,0-50,4,0-30,5,0-30,14,0-30,195,2,2,2-4,3,3-6,2,0-2,4,4-8,4,4-8,5,6,11,3,332,Potential Loyalist,17.727272727272727,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.25,3,0.14285714285714285,3,33,Mid,0,Reject,0
12438,1975,40,36-55,Master,Partner,22212.0,Lowest,1,0,1,2013-12-09,2013-12-01,49,3,5,0-150,9,0-15,20,0-50,6,0-30,8,0-30,21,0-30,69,1,2,2-4,2,0-2,0,0-2,4,4-8,6,4-8,2,6,8,2,321,Promising,8.625,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.12244897959183673,2,12,Not Care But Offline Prefered,0,Reject,0
13090,1969,46,36-55,Master,Partner,66476.0,High,0,1,1,2013-12-04,2013-12-01,80,1,742,501-1250,28,16-50,152,51-250,25,0-30,9,0-30,57,31-80,1013,4,2,2-4,6,3-6,8,7-12,10,9-15,4,4-8,14,12,26,5,154,Can't lose them,38.96153846153846,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.5,5,0.15,3,53,Online But Offline Still Fine,0,Reject,0
